,original_index,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,ai_prob
197,620102,5,Great product,"I really like this computer stand. My laptop’s fan isn’t constantly running anymore! When the laptop sits directly on the desk, it kept overheating and the fan turned on. Since I’ve started using this, there’s no issue!  It’s very sturdy, and is easily adjustable (but still “stiff” to hold its position without flopping back down!).<br />There is only one negative - the tabs which hold the laptop in place, are to the right and left of the mousepad. This means that they are “in the way” from where I rest my wrists when I’m typing. So, after a while, it bothers my wrists if I’m typing a lot. They should have placed them a little farther apart…But, now that I’m looking at it, I realize that they really CANT put them farther apart, because of the width of the stand itself. (See pictures)<br />Overall, I really like this stand! I recommend it!","[{'small_image_url': 'https://m.media-amazon.com/images/I/81Dlv9qkrWL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Dlv9qkrWL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Dlv9qkrWL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81S0BX8yZeL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81S0BX8yZeL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81S0BX8yZeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B1PNV95Q,B0B1PNV95Q,AHUYAPXQ6OMHBAOD6DROJMJ42QMA,2023-02-26 22:32:20.932,0,True,0.030508574098348618
198,602066,3,Nice looking,It’s a bit too thick  and hard to keep standing. I guess it gets more flexible with use,[],B07Z18KXCW,B07XCGYYVF,AERIA6FPJYVBLOPN6IU3SC2MWNZA,2023-01-12 11:36:06.289,0,True,0.9996066093444824
199,910446,4,sound is a bit disappointing but worth my money,It would have been way much more satisfiying if it had more powerful sounds. But considering the fact that it was only 25 dollars when I bought it it is defiantly worth the money,[],B0BRKPVZB4,B0BVLP1R46,AGPLIMHKSRK7DZ6SO5TRWP5XFVKQ,2023-03-26 21:34:02.355,0,True,0.9992782473564148
200,910174,2,Great sound quality - constantly connecting,"These have a very good sound quality, but they are constantly connecting when I'm not using them. Or worse, they kick off the device I am trying to use. They must have a really good Bluetooth signal, which is a good thing if you don't use many Bluetooth device and don't want trouble connecting.",[],B0B9RJ68BV,B0BZ6XH3LC,AFVH243ADRCEYABBJ526GMKFWRTA,2023-01-23 23:09:50.446,1,True,0.9992454051971436
201,531409,1,They fall apart within the month.,Barely had these for a month and the memory foam is already falling apart. That's probably why they send you so many extras.,[],B0B4TCJN2Y,B0B4TCJN2Y,AG2UGSCF7JJPRAEFNTVWB5PNHEQA,2023-02-11 14:24:38.597,0,True,0.9994493126869202
202,539346,1,Stopped working after 3 months,"It was working fine on my iPad Air 5 with the earphone. After couple of monthes, it stopped working.<br />Garbage…",[],B09SFXVFDT,B0C61K9SBC,AH7JY7DTOIZ3HGCOJTQHYFW73I5Q,2023-03-01 22:39:45.968,1,True,0.9996241331100464
203,80836,5,a bit too long for my schiit stack but probably the best option i can get with fast shipping,"see title. 6 inches is pretty long when the amp and dac are mini size and stacked on top of each other. but the cables are made well with good materials, have a good feel and fit when plugging in, and work great. a great buy for a reasonable price.",[],B082VJQBZ2,B082VLSK3Q,AFQY2TQREQ4ZNOPLT4P4NC6S3RAA,2023-02-21 07:31:31.433,0,True,0.999534010887146
204,750744,1,"Fragile, cheap cord-DO NOT BUY unless you want a lot of daily headaches.","This hub still works 5 months later, but the cord is very fragile And touchy.  If i bump my tablet or setting something down on the desk, it resets the connection, which doesn't always come back with out some serious tinkering with to get to send a signal to my tablet.<br /><br />essentially, the cable is damaged from practically nothing but being plugged into he side of my tablet (in landscape) while it is sitting on a stand at a 45 degree angle.  It's own weight is too much for the cable.  I eventually had to add a 90 usb-c adapter the kind that points either up or down , not in parallel to the tablet.This makes it somewhat useful but I have to adjust it multiple times per day.  I am certain it won't last much longer. I wish I had either purchased a more reliable brand or a short type-c extension cord so the weight of the device itself didn't damage the internal connections with the cable.  And yes, I have tested the port on my tablet.  It is in perfect working conditon with other usb-type devices and cables connected to it.  It's just the incredibly stiff yet poorly made cable that connects the hub to your device.<br /><br />DO NOT BUY unless you want a lot of daily headaches.",[],B074T6BGXJ,B09Q221VP4,AFX5EGQPJO73I6R5WWHQWTUZY3JQ,2023-02-08 01:40:56.289,0,True,0.012744247913360596
205,182143,1,Sucks!,Sucks!,[],B0BDRRSSHV,B0BDRMCDZ1,AFC4LH6VHXAYDOTIC3RXMCOINOIA,2023-01-16 05:24:40.820,0,True,0.9623119831085205
206,246907,1,Good Labels - When The Cartridge Doesn't Jam,"Overall, the labels are very good. They stick well and are the correct size. The issue is the cartridge. They jam constantly. The last two cartridges I received, one out of the box jammed and the print film and label came apart, Amazon replaced it (thank you!) and the replacement did not make it to the end-of-roll, it jammed ... again. I am testing a generic brand label to see if that will work. The other widths work just fine. It must be something with the 6mm size only.",[],B01BFKTM02,B01BFKTM02,AEXSCIO35LSINMJSIVYLJTLUC2XA,2023-01-29 15:09:27.507,0,True,0.010454738512635231
207,758457,5,ok for the money,"easy set up works fine but speaker is just adequate,",[],B0BN3SNSLR,B0BKSR1MNJ,AGDDR3Y4IL5EVYBGT6FRZ2X76KJA,2023-03-07 23:16:11.023,0,True,0.9977705478668213
208,853566,5,I like it & have been using for awhile,I'm using this surge protector on a workbench temporarily until I finish my electrical outlets.<br /><br />It is working well & has good voltage. I have tested & used all functions successfully. It is well-made & very compact for it's features.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61SABAHsWRL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61SABAHsWRL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61SABAHsWRL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71Nsro8rGuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Nsro8rGuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Nsro8rGuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71TiNLVODkL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71TiNLVODkL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71TiNLVODkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71rJ8ec7IoL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71rJ8ec7IoL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71rJ8ec7IoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71v6nhn8zML._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71v6nhn8zML._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71v6nhn8zML._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/818JHKyXcsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/818JHKyXcsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/818JHKyXcsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B92TGKH7,B0BV78PVD9,AE4K7JWNFDFG2PBOQPVVME22MG6Q,2023-01-16 01:20:01.183,0,False,0.9993497729301453
209,23252,5,Matching,Great better,[],B01GGKYIHS,B06XD6NWH8,AGRLOV2EEB5E2A5M65RVLIJOD4PA,2023-01-20 04:42:16.154,0,True,0.9869737029075623
210,835948,4,Pretty Good...But Design Flaw,"I like this light bar, but the controls are neared to the light than the USB plug, making it difficult to use when sitting atop my monitor. So, I have to stand up and locate the on off and color adjustment tools when using and it's annoying, especially since I have to adjust brightness or color depending on time of day and light filtering into the room and depending upon the platform.",[],B09YC1F9VC,B09YC1F9VC,AHDITKY54LSA2WGQGE2VVIIHZW5A,2023-04-19 18:41:26.066,0,True,0.9932315945625305
211,175839,3,Nice unit,"Sound quality is marginal, I have poor hearing but the clarity on this headset is mediocre at best",[],B09PKSNY7V,B0BHNSFT7V,AFZ2UAGEOHWS6MA3RR4W7CCM3SPA,2023-02-20 09:03:12.088,0,True,0.9934365749359131
212,239733,4,Cute but expected more.,"I needed something last minute and good thing for prime shipping. It did the job but was expecting a more vivid color. The print quality was dull, was hoping for something I could reuse.",[],B07SYJDRRC,B09R1VTGPN,AGLP4SWJEODSL6B5WMVQ65DGPIDA,2023-01-09 13:14:57.455,0,True,0.99936443567276
213,522497,5,Nice!,Very nice bands and they fit my Fit bit Charge 5 perfectly!,[],B0B41Z3FF5,B0B41TL85H,AGWM23KY7TOLZU64RTKG2JQ72BPA,2023-01-07 12:38:17.020,0,True,0.9904876351356506
214,369386,5,AX 90 6600,"It was time....Had an AC1750 for years.  Great upgrade. Noticeable and immediate improvement.  No longer need the extenders in our 2400sq foot single story home.  Strong download speeds and signal throughout. I have it placed in the front corner wall of the house and still have a signal throughout our entire 1/2 acre lot and 300+ feet down the street.  We're not gamers and just two of us in the house, but generally have 15-20 devices running on the router and streaming up to 4 TV's at a time.  I also have a VoiP phone plugged in for work.  We work from home and we're on video calls much of the day.  We're on the cheap spectrum 500mbps/20mbps plan and we get close to 600 download and 23+ upload....That maybe partially due to the fact Google fiber is now in the neighborhood and spectrum needs to stay competitive.  Easy setup.  Like the ease of turning on/off the guest network when needed.  Had an issue with one of the many laptops continuing to connect to the 2.4 network but turned out just needed to reset the laptop driver.  I like the tether app for most settings, but just be aware there are some other sophisticated settings you need to log into network to set/adjust.  I imagine we'll grow into this for years to come and works good for our lifestyle.  Glad I bought it when it was only $200",[],B08TGPTQ14,B0BSZVSMBL,AHBV6X5LIWWUV32VYOL7EXLVS6XA,2023-04-27 16:04:36.071,0,True,0.003919579554349184
215,188339,5,Nice,"Easily fits two cassettes and a power supply. Make sure to lay your power supply on its side and put in on the opposite end as your screen (unlike my photo) so that the plug doesn’t damage your screen. I realized that potential when I went to close it. Aside from that precaution, you’re good to go!","[{'small_image_url': 'https://m.media-amazon.com/images/I/818g4L0WbLL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/818g4L0WbLL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/818g4L0WbLL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81lbNuzevwL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81lbNuzevwL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81lbNuzevwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BK97LVN8,B0BK9PJMDC,AHXS7QXEKXBAFSTJZV2O2N7P4FYA,2023-02-04 00:59:00.305,0,True,0.9675302505493164
216,263955,5,Good quality,Every thing is perfect.,[],B0827JGM87,B0827JGM87,AFR2NLCIXJZZGRDV6Y7DV5IFGPBA,2023-01-01 22:59:41.559,0,True,0.9993025660514832
217,63960,5,These are perfect,These batteries have lasted for years in my phones.  Very reasonable and worth every penny.,[],B01GK2N6NO,B01GK2N6NO,AG6BEONDNOBL6RFQO7LKZRXB2DCA,2023-01-28 19:13:37.012,0,True,0.9996078610420227
218,600240,5,Good Work From Home solution,"My work-from-home VPN did not cooperate well with my wifi - lots of drops and connection interruptions.  I used this to re-wire my home office along with a powerline adapter.  I lost a little bit of speed because of the powerline, but the connection was very stable.  Very pleased!",[],B00A128S24,B0BZLBL1L9,AFZNCWSRJALO47EM3Y3IBRI3SS3Q,2023-01-21 20:24:19.161,0,True,0.9995658993721008
219,57649,5,Definitely a great product!,I bought this back up camera 4 or 5 months ago and it worked perfectly. Easy to install. No problems at all. My daughter loved it. During Christmas break she told me the camera wasn’t working.  We had some really overcast days so I thought it probably needed yo be charged. I tried charging it and tried to get it to pair but the camera would come on. I notified customer service about my issue and they were great and responded quite quickly . They sent me a new camera without me even asking. I just wanted some help troubleshooting the problem. I received the new camera and once I finally got it to pair ( only because of user error on my part) it has worked great! Would definitely be to anyone! Great customer service and so very helpful. They really do back their products. If I ever need another one I would definitely order from them. Awesome product!!!,[],B08B1BFRNX,B08B1BFRNX,AHC6BSGNIQMAWG2FTONEKADYVXAA,2023-01-21 17:46:01.220,0,True,0.01307750679552555
220,818356,5,Its Martin Logan,When you want the best you choose Martin - Logan .,[],B0041O5YIE,B00A1X6SSE,AFVSWNMJ3NAVU6MG3XJDYS7ZU5MA,2023-01-22 06:04:08.752,0,True,0.9991734027862549
221,404386,1,The battery on this really is bad,Leave it unplugged from a full charge for 2 days and the battery is EMPTY,[],B09QF58J7T,B0B9JJ1D8Y,AHTPQSWDJHQ2VZS7FUQ5GYQA774Q,2023-01-07 12:23:34.969,0,False,0.9961691498756409
222,591325,5,Longer charger is Great,I am so pleased with this USB cable.  I the longer length makes charging easier and the bright red color makes it easy to find.  It charges my IPad quickly.,[],B08PVQC5C6,B09PGZLGVL,AH33B3OIHKGQZ5Y653JL3PMYQHUA,2023-03-06 23:33:59.305,0,True,0.9995793104171753
223,733043,5,Don’t like the blue light,"This is great and just what I needed. But like others have noted, I wish there wasn’t a blue light on it.",[],B08ZNSNBMS,B098N8GB3G,AGSXIUGXVOQ6E4PSFW5N6JBXISGQ,2023-03-04 00:39:34.051,0,True,0.9994645714759827
224,638186,5,Sturdy!,[[VIDEOID:8a767fe5dea51c1e3d6dd1756bcbd9a]] This is a excellent product for $12! I didn’t think it would be as sturdy as it is since the price was so good but it’s better than I thought it would be. This is definitely a great buy! My kids large iPad fits on it and my iPhone also fits. It’s great for any size tablet and phone. It also bends all sorts of ways so u can position it just the way you like.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71HsDQzs3qL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71HsDQzs3qL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71HsDQzs3qL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71t1ld1C3FL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71t1ld1C3FL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71t1ld1C3FL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B091KWQD8B,B0B68XXR7S,AEQ42M3A45HG6U57AVIDNLMMYIHQ,2023-04-05 00:18:09.749,1,True,0.9498738050460815
225,621438,5,"Great for gaming PC, can power Geforce GTX 1660 Super and two hard drives without issues.","Great for gaming PC, can power Geforce GTX 1660 Super and two hard drives without issues. Additional specs of PC, Intel i5 3.2 Ghz, 16GB DDR3 RAM, 128 GB SSD, 500GB HDD 7200 RPM.",[],B07BFJ91TY,B092RVYFG2,AETACBHVGE37L3TYOH6XKWWEDSOQ,2023-02-28 13:31:39.010,1,True,0.997577965259552
226,347399,5,Awesome Tracker,This has all the bells and whistles that the more expensive trackers have.  Sucya great product for a low price.,[],B0BC3Y5LDP,B0CH817Z21,AEPU7KVXJ32QILM7VMJLLLVVE6OQ,2023-04-24 13:08:44.768,0,True,0.9995648264884949
227,237273,5,good clarity and good color,"base has nice plug in features too, powers my laptop as I work and use this monitor for a screen. I use this for graphic arts and find good clarity of image detail",[],B09DTDRJWP,B0B1YLJZTK,AFNSSWCBXO2GUDXQKDPFBUVZAQ3Q,2023-03-04 03:41:24.472,0,True,0.999585747718811
228,980340,5,Works as I hoped.,Charges a lot of batteries at once,[],B09NW28R66,B09NW1Q7QM,AH6U6RDAKEX6VPFZLUAD7LK3PMOA,2023-03-25 21:41:22.161,0,True,0.9990031123161316
229,861085,4,Nice sound,Love it!,[],B08F8RQ469,B08F8RQ469,AGS3ZYDAMWHOVJDRWHTXVXSVI7XQ,2023-02-01 12:20:56.048,0,True,0.9815871119499207
230,811762,5,Grand daughter is figuring it she loves it,Gift for my grand daughter,[],B0BMDZ32JS,B0BJZB4YZK,AHV3XZIZ7PDQO36US52PZ46Q2HOA,2023-03-27 02:07:28.631,0,True,0.9964975714683533
231,63387,4,Good product,I like the earphones,[],B094YV1S9T,B09BPCBXG2,AGGIJKO7GQZNKILKTIV6E7SLRLFQ,2023-03-06 18:56:13.563,0,True,0.9962018132209778
232,946121,5,Seems good,Seems to work well.,[],B07TXDVN13,B07TXDVN13,AG5K5HDBZPYYNAZU4UVEJFQ7BCJA,2023-02-06 05:52:06.445,0,True,0.9995973706245422
233,593723,1,Batteries,Went all the way dead one time and can’t recharge the batteries 🔋 👎,[],B0B4KMVTZR,B0B4KMVTZR,AH6JQYZ55URNY5MVTJY6BBTD6WCQ,2023-02-12 10:09:46.764,0,True,0.9984326958656311
234,240693,5,Perfecto.,Bueno.,[],B09C88J312,B09JSVQWVF,AG7TQV4RPIAFT5A76MWIKETKAD7A,2023-03-12 18:06:45.661,0,True,0.9983428120613098
235,249581,5,So far I am Pleased.,"I haven’t had a chance yet to use the device but I will .  So far after installing it, it looks as if it will serve my needs.<br />Perhaps you should wait a bit longer before sending inquiries on a purchased product, in order to give more time for getting into it!",[],B0B9XDKZV6,B0B9XDKZV6,AEEB5HHECE22WN3EUT2BG5ZPUCVA,2023-03-11 17:09:29.066,0,True,0.9992632269859314
236,73479,5,Helps me with printing my papers for from home,I not use to using a printer but will learn it will be e very helpful to me in later on,[],B0B3KBPFW6,B0BKD4DMSL,AHSMA3BKBIBWZXTUCS3NQX7DYSCQ,2023-01-10 09:50:51.588,1,True,0.9993821382522583
237,751984,5,Gets the job done!,Fast delivery and gets the job done!,[],B0002J1WTC,B0002J1WTC,AGIYBEFZC33AP7LVL2PK7MSFP3AA,2023-02-08 05:34:05.196,1,True,0.998231828212738
238,405165,5,Great price lots of places for movies,Got this for my grandmother because she can't watch her soaps on TV anymore they moved to a movie app most devices like this don't have this one has so many more options than most for the same price so it is a great deal. (In case anyone doesn't know you still have to purchase a subscription for most of the apps for them to work),[],B0BCH5H2R3,B0BMQ15Q65,AEAEGFLVOU5Z3WW2GM2LOA3QTU6A,2023-01-07 11:14:53.886,0,True,0.9971927404403687
239,878928,5,Surriouslly Good,"Got these for the second set and for hours of wear gaming.. These rock.. Cool, Comfortable and Quiet.. Love them like Baby Chickens..",[],B0B5GHC7TV,B0B4S2KM23,AE4XKKDKUQDYCBTRV2OMSYZHWEZA,2023-01-24 13:55:05.275,0,True,0.9889820218086243
240,396157,5,stand,Fits my ipad and hold it steady,[],B07BSBH6XL,B07QN33986,AGEJMXE3E3SUFS5NPPFIGENFGYMA,2023-01-04 22:39:07.049,0,True,0.9994034767150879
241,31091,5,Durable,Worth the purchase.,[],B07Z1TQYDN,B0B4DCFYF9,AGM2YKPAH3IAM32VLRI5JPYERORQ,2023-01-02 06:26:59.257,0,True,0.9985954165458679
242,508506,5,Good Protection for Ipad,Still use the touchscreen on the iPad because it’s so close.  Protects well. First few times it was tricky to manipulate but you learn quickly. Happy with purchase.,[],B09WVRD5JD,B0BGPCG68W,AFHAOOL66WI25BVMHHE5DUASTP6Q,2023-02-25 18:48:31.399,0,True,0.9996539354324341
243,563192,1,No Range at All!!!,"These were terrible walkie talkies. I bought them because they had decent reviews. I’m not sure how.<br /><br />They worked for about a block if there were no obstructions, and if you could hear each other by chance they came through in poor quality audio.<br /><br />We tried using them on a trip - a cruise ship and even though we were only a few doors down from each other, they didn’t work at all! And in town and while going around they only worked about 30-40ft apart.<br /><br />Purchase something else if you want something with any range, I guarantee you will be disappointed if you purchase these as I was.",[],B0B422ZPW7,B0C4DQZZTC,AGQGKTH2YZYLGXWZHW4GQ6XNWRZA,2023-02-22 01:09:13.268,0,True,0.11421506851911545
244,615010,1,I mean this thing is the absolute epitome of garbage!,"[[VIDEOID:8b041f159ef65d6b5fe4b08305b22359]] On the third day of use, the little ring that tightens the phone holder to tripod mount fell off. I hadn’t even touched it since setting it up two days prior and then day three I hear metal jiggling, so I removed the mount and little metal ring fell out. I’ve attempted several times to place it back on but it won’t stay, see second image.<br /><br />Bigger deal is that the extendable head does not lock, well it locks, but it isn’t secure and can easily be pushed down with very little force. See video.<br /><br />If you need a cheap, lightweight & packable tripod, I’d recommend spending more money on a good one because this one is frustrating as hell, it’s complete garbage!","[{'small_image_url': 'https://m.media-amazon.com/images/I/71LarSZRbLL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71LarSZRbLL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71LarSZRbLL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07F71DBJL,B09TFN1SYS,AGN2WNZASO7L7NG3SKP7XAC6VDOA,2023-03-04 03:10:09.252,0,True,0.011460290290415287
245,89509,5,Impressive bass,"I saw these and wasn’t sure whether I should get them<br />I watched some video reviews of others who bought them and one guy said they sounded like they had more bass,, the noise cancellation was quieter, and have more battery life in the headphones and case. I like all those things, especially the bass,","[{'small_image_url': 'https://m.media-amazon.com/images/I/71p-vZsiP+L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71p-vZsiP+L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71p-vZsiP+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BS3SYYBP,B0BS3SYYBP,AGF5MDNSOBNYRBQJ6RJPG2HTVTKQ,2023-03-11 22:17:02.043,0,True,0.9994516968727112
246,705571,5,Great Headphones,Very much enjoy these headphones.  Really good quality sound and comfortable to wear.,[],B08528YFM3,B0C38XWF4T,AGFM3F2PCQIWP577QIYTVAPKDC6Q,2023-02-06 17:58:33.727,0,True,0.9996590614318848
247,287497,4,Handy,"I have had this for a while now and it worked great for a long time but it has now started getting selective hearing when I ask it something. I have tried everything that was suggested and it still only hears me when it wants to, I know it's an older model so they are probably trying to get me to get a new one, though it seems to know what TV channels I watch because they just started showing suggested articles to watch and I never added those apps on my Alexa app. As for the mini camera I haven't had a reason to use it yet.",[],B086P992GD,B086P992GD,AGNNR5MGW6EFFGJBPUOQ2TACC5TQ,2023-01-28 23:35:09.681,0,True,0.6218643188476562
248,951375,3,Lost functionality after update,"Put up first one worked great, then wanted an update, after that the night vision was crap. Sometimesifi touched phone feed it would turn on and b ok. Put 2nd up wanted update right off, so i let it and sure enough night vision is not good, flashes and doesnt come on, have to put in private mode then turn it back on. What a pita!!!! Looked on TS and says to turn IR on in settings.... would if it were there, it aint. Now i have 2 other laview inside and they are great. These 2 outside are about 70%  on signal, so that work decent.  Thinking about sending back i need something that works correctly",[],B08F27MWVC,B0BZWGXPMP,AHKYN72IW6MSRECIM7AXASPWSHGQ,2023-01-01 19:08:24.852,0,True,0.008820416405797005
249,699798,3,Pretty good camera if you’re on a budget.,This is a pretty great camera if you’re on a budget. The audio isn’t great so definitely get a mic to go with it. Other than that I was really impressed with it.,[],B09TZW2RF7,B09TZW2RF7,AEXLLOZ357BFYLNWQDP2ZWNNQT7A,2023-03-05 16:52:39.117,0,True,0.9938791394233704
250,109593,3,Receive two different iPads …,I order 2 iPads for my kids for Christmas that supposedly been the same but when I receive the iPads I noticed one was bigger then the other one and it was too different iPads and it made me upset because I order 2 cases for them but only one fit for one iPad.. when both supposed to been the same and wasn’t… but other then that good ipads,[],B07F93611L,B07F93611L,AEEDKXPONOX5FBCLZEB5JZ2PHKKA,2023-01-14 10:55:27.372,0,True,0.9990633130073547
251,762237,5,Attractive and functional,I wish I had bought this a long time ago. I had a silicone one that was very flimsy and this one is both sturdy and much better looking. Highly recommend.,[],B08GWTVF2Q,B0952ZH138,AFDPASMVVRPU4XWYXO5JVQE3CFIA,2023-02-16 21:30:26.514,0,True,0.9826603531837463
252,162080,2,Substantial disappointment,"I bought this in anticipation of the failure of my existing keyboard (as similar but different model) that was getting flaky from too many trips to the tile floor. I put this into service a few months after buying it, and at first it seemed great. The old keyboard had an auto off function in addition to the mechanical on off switch, and would hold a charge for the better part of the week.  - thought - this one did as well, and at first, it seemed to (I think), but now - if I forget to turn off the mechanical switch, the battery id dead in a couple of hours. Tried a different battery - same deal. Now I have to shop for yet another keyboard.",[],B08TM6132G,B08TM6132G,AHW4XWVLZMNMD53YYDHGAHOC7TNQ,2023-01-28 17:33:11.039,0,True,0.06876751035451889
253,266493,5,Good Hub,"Ordered this hub to use as a laptop dock. I have my keyboard, mouse, power, and external monitor plugged into it. When I'm using my laptop at the desk, all I have to do is plug the USB-C cable into it, and I'm ready to go! No more plugging in each device separately, and it has allowed me to clean up the cables and zip tie them together, since I don't need to move them separately.<br /><br />I did also plug my Samsung phone into it and could use Dex with the keyboard, mouse, and monitor. I don't use Dex a lot, but it's cool to know that it works with this, so I can use it as a dock for that as well.<br /><br />It works so well, that in hindsight, I wish I would have gotten the 14 in 1 version, since that one includes an ethernet port. My laptop has WiFi, of course, but when I'm using it at my desk I wish I would have upgraded to have the faster internet that I can get over ethernet vs. WiFi. Not a knock on the product at all -- just passing along my situation in case others might have the same situation and should consider getting the one with more options.",[],B0BJ6SDB3Y,B0BZPKYN9C,AFLZCWGNYF2KAB3YVYDFVJMCRAVA,2023-01-15 02:53:52.077,0,False,0.019954076036810875
254,910571,5,Will need tozo app for greatness,"Decent speaker with very meh sound quality.  That’s why you must download tozo app which will allow you to change the frequency how you see fit.  They have handful of prebuilts that work really well.  Speaker + tozo app = great value.  Battery is good, mine has been running for 4h without needing a charge.  So far so good.",[],B0BGXSZQ1F,B0BGXSZQ1F,AHYVYPCS7FEQC2ZAEJ7CV4334M6A,2023-02-25 03:16:36.149,0,True,0.9849531650543213
255,992052,1,Sent a dead camera x2,2nd product in a row that won’t turn on when connected to known working power source. When compared to original camera the wire in the new looks significantly downgraded… why am I being sold products that don’t work,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71cPbuyDy8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71cPbuyDy8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71cPbuyDy8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B094D2KZ39,B094D2KZ39,AGETXY6LOUVE6GO2PD476KEL5L7A,2023-02-06 17:40:20.188,0,True,0.9995737671852112
256,719844,5,Awesome bag!,"Bigger than expected, looks like a luxury back pack. Exactly what I was looking for!! came with  dust bag I was not expecting :)",[],B0BPX2XJLK,B0BPX3122J,AGR6LI72KDEXSEW4WNMCECG7DYQA,2023-02-08 19:58:55.462,1,True,0.9995666742324829
257,584205,5,A must have for photographers,This is an amazing tool for anyone taking photos as a hobbiest or professionally. The remote makes it so you do not have to be anywhere near the camera in case you are taking wildlife pictures or on a shoot where you can set up a stationary b-cam to capture additional shots.,[],B01GPFZ3YG,B0BNKQZ21F,AG2YUBMQ4EWZSYRPNIGWROZJRANQ,2023-01-02 04:07:25.316,2,True,0.9978303909301758
258,52876,4,I LIKE IT !,This is worth the money<br />It performs better than I thought it would<br />I do recommend it for a budget sound bar<br />Ok<br />Love the sound but it quickly stopped giving voice cues as to what mode you are in<br />Not good,[],B09ZKQPN37,B0BMWKN3HB,AHUW6N65CNVZKZZDLAKYK4IPVIYA,2023-03-04 21:31:47.976,0,True,0.9968279600143433
259,225460,5,Well built,Acer Nitro 5 fits perfectly. Just enough room for the charger and mouse. Comfortable to carry. Seems to have plenty of padding to protect the laptop. Looks good too.,[],B09FK3JD5Q,B078N7TMNX,AHY7DA5BOU7TZEAFEJNQ7U3QJNCQ,2023-01-04 14:43:49.247,0,True,0.9994928240776062
