original_index,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,token_count
764466,3,I liked it until I didn't,"**UPDATED**<br /><br />Well the device sh!t the bed. When I turned on the TV this morning I had a black screen. I unplugged the device, waited a minute or two, plugged it back in, and it wouldn't keep any app that I opened open. It would open for a moment, then just close. After trying to open a couple of apps it just froze. Unplugged it again, waited a few moments, plugged it back in, same result.<br /><br />There was also no help that I could find in regards to casting so I never did get that to work.<br /><br />Thank goodness I still had my Roku Ultra plugged into the TV.<br /><br />HiYa!<br />I've been streaming ever since the internet was available to the public. I've used several different methods.<br />I've been using a Roku Ultra for a few years as my primary streaming device. Since the Chromecast with Google TV (HD) was on sale I figured I'd give it a try.<br /><br />It did not take long to set this up, however I was already familiar with how to set up ChromeCast devices since I own 2 (without Google TV). Setting up the various accounts (2 Google, other apps) was relatively easy with the scanning of the QR codes.<br /><br />The controller is dinky compared to the heavier somewhat larger Roku but it functions just fine. Setting up TV controls was easy. I remember the days of having to look up numbers that coincides with your device, put in the numbers, doesn't work, try different numbers until the tv turns off. This does all that pretty much automatically. Very nice. I've also ordered a cover case for the controller because if you drop it without one it might shatter into millions of pieces.<br /><br />The picture appears crispier than my Roku. The sound is a bit louder also which I like. After adding my other services like Netflix Amazon Prime PlutoTV and such I get a recommendation watching list on the home screen. Navigation is pretty straight forward.<br /><br />All in all I like this device so far. The only reason why I left out a star is because I have not tested the casting capabilities yet. I'll submit an update once I've played around some more.<br /><br />My best,<br />-John",[],B0B9HS6DLZ,B0BSQF6VWR,AFN3IXDRZUNO3UDW3IDLZI4WS2FQ,2023-04-19 15:41:59.781,5,True,502
319211,5,A Very Good Kit for the Money,"The Octa Softbox Lighting Kit is an expansive assembly of the most useful pieces wanted to pursue artificial light photography.<br /><br />Two quite large soft boxes producing wonderfully soft light with their white covers easily installed are simple to deploy; two powerful 135 watt bulbs are controlled by remote control to provide white, warm, or cool temperatures, each with steps from the lowest to the highest of brightness; two tall light stands; individual on/off switches; remote on/off switches; two (empty) weight bags ready to aid balancing; and even gloves with which to protect oneself from hot bulbs if you need to remove them from the soft box before they cool down.  Also, individual storage/transport bags for each folded soft box and a large bag with which to contain the entire kit are here if you wish to go on the road.  Everything required to get in business is included except batteries for the remote control units.<br /><br />The 135 watt bulbs are of higher power than my other kits and are smartly engineered with many large fins to dissipate heat quickly.  Each soft box comes with its own remote controller ( that is, 2 are included) which enable quick changes of the light temperature to white, warm, and cool.  No pairing or complex setup is needed.  They also allow quick changes of brightness with a single button that performs a 20%, a 50%, or a 100% instant result.  And, the remote control will also change brightness in much smaller bites with different buttons from the brightest to the lowest if you don't wish to use the instant buttons.  However, there is no alternate way in which to make these changes.  Only the remote control devices will suffice.  Each controller takes 2 AAA batteries.<br /><br />Either remote controller works with either soft box.  Either one soft box, or the other, or both, is controlled by a single remote control depending on your proximity to the soft boxes.  Nothing difficult.  The controllers can also control on/off.<br /><br />The maximum light produced is very bright and the minimum is quite small.  Thus, a wide range of light is available to the photographer and is completely under his/her control from both soft boxes.  The remote control units work responsively and the light stands are adequate.<br /><br />There is a lot of content here for the price and I find it a very good buy.  Highly Recommended.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81Xyluo0WlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Xyluo0WlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Xyluo0WlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BN2YTRGV,B0BZPG7HMM,AHBMCGN3GUEHG4PM7Z5XJBPGP3AQ,2023-04-05 02:52:29.420,0,False,502
918190,4,Great range of motion. Easy to adjust. Tilt function could work better,"I had recently purchased a new 32'' monitor and the base was taking up too much desk area so I thought I'd give this monitor arm a shot. This is my first monitor mount/arm and I'm impressed by what it can do and how easy it is to adjust my monitor.<br /><br />I love that this arm uses a gas spring because adjusting to whatever position I want is a breeze (except the tilting which I talk about later). It took a little adjusting at first to get the gas spring set for my monitor weight but once I had everything set I can move my monitor up, down, forward, backward without adjusting something.<br /><br />So far the gas spring has held up my monitor up nicely and it hasn't dropped down on its own since I originally set it up. I've seen some monitor arms not able to hold up monitors properly but this one has held my 32'' without a problem.<br /><br />I did end up routing my cables though the integrated cable management and I think it looks great. I don't have it that way in my pictures but I'm glad I routed it that way because it keeps all the cables out of sight and it looks much cleaner.<br /><br />I've only had a slight issue with the tilting function of the monitor arm. They show in their listing and videos that the tilting for the monitor either needs tightened or loosened depending on the weight of the monitor and then you can adjust the tilt as needed without messing with the adjustment. On mine I can't adjust it without the monitor tilting forward on it's own so I have to tighten it down all the way. So unfortunately I can't just reach out and tilt my monitor without loosening the bolt, adjusting the monitor, then tightening it back up. This isn't a deal breaker for me but it does make it a little difficult to adjust the tilt on my monitor.<br /><br />Overall, I'm really happy with the monitor arm and it looks good holding my monitor up on my desk. Most of the adjustment is simple and easy especially moving it up and down or moving it forward or back. The tilting can be a pain at times but I don't tilt my monitor that much anyway - I mostly keep it in the same position tilt wise. If you're looking to get a monitor mount/arm I recommend you give this one a shot especially if you have a larger, heavier monitor.","[{'small_image_url': 'https://m.media-amazon.com/images/I/612Cu3bSrcL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/612Cu3bSrcL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/612Cu3bSrcL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/612NW7pMOlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/612NW7pMOlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/612NW7pMOlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61H4q5UMDgL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61H4q5UMDgL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61H4q5UMDgL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61Jm2czwgyL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Jm2czwgyL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Jm2czwgyL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61YqkAxCMDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61YqkAxCMDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61YqkAxCMDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61ppSfDRaLL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61ppSfDRaLL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61ppSfDRaLL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71BEjY6bN8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71BEjY6bN8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71BEjY6bN8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71FCYrPNpjL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71FCYrPNpjL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71FCYrPNpjL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71LcQGPkqEL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71LcQGPkqEL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71LcQGPkqEL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71MKi-IE0kL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71MKi-IE0kL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71MKi-IE0kL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71a05dae+oL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71a05dae+oL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71a05dae+oL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71ao+RSnhvL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71ao+RSnhvL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71ao+RSnhvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71kDWzwHVzL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71kDWzwHVzL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71kDWzwHVzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09Q8YWHHZ,B09Q8YWHHZ,AHO5CQ2B4I4USCQNWBGGSAAVCC2A,2023-02-18 09:44:14.567,0,False,502
938935,4,"Very different look, good features, and a few areas to be improved","This is a really interesting pack that offers a much different look than other 30L competitors I've seen on the market.  I'll comment on some of the features<br />- Baffled padding:  Looks a little like a puffer jacket, and adds some extra padding if you have tech materials.<br />- Curved bottom:  The molded design looks kinda cool, but the bag won't sit flat.  It also would be better made of a rubber or tarpaulin material as it is a dust magnet and may be difficult to clean off dirt.<br />- Side access panels:  I like this design, and it's something similar to the Peak Design Everyday pack.  However, this one only has one zipper.  I'd like to see one at each end for flexibility in opening it.<br />- Zippers: At this price point I'd really like to see YKK, but I don't see any branding.  They're not the most robust zippers I've seen.<br />- Quick access top area:  I like it!  more bags could use this type of design for phones, chargers, and snacks.<br />- Zip-out water bottle holders:  Reasonably large and deep.  Pretty flexible.  I generally don't need two, so one would've been fine to make the other side a fully sealed pocket.  Some of the best designed bags also have TPU linings and drains for water bottle holders.<br />- Harness and back:  Chunky, good airflow.  The webbing on the top of the strap could use a few more stitch points to give better options for carabiners and other latch-on items.  Lacks chest strap for longer hauls.<br />- Laptop compartment: Large and soft, false bottom gives the laptop additonal protection.  Tablet sleeve<br /><br />Overall, I like many aspects of this bag.  I'd rather see some adjustments to the dimensions.  Perhaps an inch narrower and an inch taller might make it easier to manage as an EDC.  If one of the side water bottle holders was sacrificed for a small pocket, I'd like it built out with space for pens, business card area, thumb drives, etc.  Beware that STM will only support the lifetime warranty for approved resellers, so you might check with them before buying from an Amazon 3rd party seller.",[],B099HDBLJT,B09WSSV9L2,AFH4DCFZPPBBRXP3UYJFYOZEY4CA,2023-02-12 05:43:17.255,1,True,502
594850,5,"A fantastic blend of style, sound quality, and comfort","Hey there, fellow music lovers! I just wanted to share my experience with the SAYAPE Noise Cancelling Over Ear headphones. These headphones have quickly become my third favorite ANC headphones, which is better than you might expect considering how many I've tried and the prices I paid for #1 and #2.<br /><br />First off, the noise cancellation on these headphones is quite good. With 4 ANC microphones and 1 voice microphone, they filter out up to 95% of low-frequency ambient sound. That's a maximum ANC depth of 36 dB! With SAYAPE, you can say goodbye to distractions and fully immerse yourself in your calls, music, and movies. Of course, keep in mind ANC does best with regular noises, not necessarily sharp, random noises.<br /><br />Now, let's talk sound quality. The 40mm large dynamic driver units and sensitive diaphragm work together to create rich instrumental harmonies, clear vocals, punchy bass, and a finely balanced sound. Plus, with 4 EQ modes to switch between, audiophiles and music enthusiasts will find new ways to enjoy their tunes.<br /><br />One of my favorite features is the 50-hour playtime. The 700mAH battery lasts up to 50 hours on a full charge, and if you're in a rush, a quick 10-minute charge gives you 2 hours of listening time. And if the battery does run low, the included 3.5mm audio cable lets you switch to wired mode, so you'll never be without your tunes on long trips.<br /><br />The Bluetooth 5.0 technology gave me a stable connection at all times. I was surprised to find out I could connect two devices simultaneously!<br /><br />Last but not least, the premium design and comfort of these headphones are worth mentioning. The cool, retro aluminum alloy vinyl record design has eye-catching metal details that'll make you stand out. The headband is made of manganese steel, and seemed to promise durability and resilience. The soft ear cups can be swiveled and stretched for a perfect fit and they stayed comfy even during long listening sessions.<br /><br />In conclusion, the SAYAPE Noise Cancelling Headphones offer a fantastic blend of style, sound quality, and comfort. They're perfect for anyone who's serious about their audio experience. Give them a try, and I think you'll be pleased with them.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71-wAAZUV7L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71-wAAZUV7L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71-wAAZUV7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BS9314D2,B0BS9314D2,AHWZFM3REFTPXQZCFGLEC4LGMXDQ,2023-04-12 15:22:49.117,0,False,502
897541,5,A Nice Well-designed Tablet,"I’ve done work as a visual effects designer doing matte painting work with the large 22 in W**** display tablets, and I have a couple older drawing tablets as well. But what I really needed was a smaller mini tablet for quick concept sketches and annotations on work... so when I came across the Huion Inspiroy 2 tablet, I thought I’d give it a shot.<br /><br />THIS IS A NICE TABLET! I’ve heard good things about Huion, and after working with it for a while I totally agree.<br />Pros<br />Stylus Performance: the pen that comes with the tablet is very intuitive to use, and supports pressure and tilt sensitivity. On a whim, I dug out one of my older Intuos 4 pens, and it was recognized by the tablet!<br />Buttons: you get six in a row, and with the software, you can set this tablet up for a right-handed (buttons on left side) or left-handed (buttons on right side) or even in Portrait Mode.<br />Software: the Control Panel for the macOS works great; no weird system issues, and the level of programming for pressure sensitivity, button options for general use vs specific apps is great.<br /><br />Cons<br />Buyer’s Regret: I wish I bought the LARGER size now! But I did want a smaller tablet and this has worked to my expectations. Maybe too good!<br /><br />I’m not sure if this is a Pro or Con for others, but I’m glad that the tablet connects to your host computer with a cable. I have so many other devices that either fight for Bluetooth or has a stupid dongle that plugging in a tablet when I need to just makes sense for me.<br /><br />All the things I am used to doing with my other tablets can be done as well on this Huion. So far after a month of use, I’m impressed with the build quality and the usability of the software. If you are a starting artist, I have no issues recommending this since for $60 it’s a very minor investment for a full-featured tablet. The quality in this Huion tablet was a great introduction to the brand for me, and I’ll definitely consider a larger Huion tablet in the future!","[{'small_image_url': 'https://m.media-amazon.com/images/I/31XkgzbazmL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/31XkgzbazmL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/31XkgzbazmL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/41NQxcQVv8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/41NQxcQVv8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/41NQxcQVv8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/41yI75CmZHL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/41yI75CmZHL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/41yI75CmZHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/51rYiIiHq3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51rYiIiHq3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51rYiIiHq3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61NyRP5zRuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61NyRP5zRuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61NyRP5zRuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61jId02u1UL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61jId02u1UL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61jId02u1UL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BMKVFDVV,B0BWJNQXLR,AHV7HCJBOWDTOGYZLFNNF3GICW6Q,2023-01-27 16:39:59.243,0,False,502
765829,4,"Easy-to-use 1080p portable monitor with USB-C, MiniHDMI","I got an A1C and a A3C from Arzopa over the last couple of months. They're very similar but have slight differences.<br /><br />The high level summary is that they are great for what they're meant to do. I used them with my Dell XPS 15 9570 laptop, using just USB-C (for power and display/audio). No issues, reasonable audio and good video quality (which is hard to photograph since I was in a bright room at the time I was trying them out). There's a magnetic folding cover/stand that's easily removed. The screen is well-protected when it's closed, so you can leave it in your laptop bag without its own pocket.<br /><br />Here's where we deviate between the two.<br /><br />The A1C is 1080p 15.6"" (1920x1080 wide), with a thumbwheel to control the onscreen display. One side's controls include power/return, the spin wheel for OSD controls/volume/brightness, and a 1/8 headphone jack. The other side has two USB-C ports and a mini-HDMI port. They include a mini-to-normal HDMI cable, C-to-C, and A-to-C. There's also a small wall wart, the size of a phone charger. If your USB-C device<br /><br />I would have preferred a full size HDMI connector, but the adapter cable makes it not as painful as without.<br /><br />The photo of the two monitors isn't meant to show video quality - it's meant to compare to a 15.6"" Ultrabook. Without the glare it's pretty good shape, and plays 4k video (albeit downscaled) pretty well. There are adjustments to make to video settings if you want to enhance - I haven't done that yet as I'm still figuring out how this will get used.<br /><br />All things considered it's a good display for travel or tight spots or sporadic use (where you don't want a full scale LCD monitor on a stand).<br /><br />Note that this sort of monitor is not self-powered. Under average use they probably use 5-10 watts and can be powered from a laptop USB port or a modern USB battery pack if you're not using the USB-C data/video connector for it.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61063tuadYL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61063tuadYL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61063tuadYL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61sOdzrA-gL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61sOdzrA-gL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61sOdzrA-gL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/7159olU7X7L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/7159olU7X7L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/7159olU7X7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71IA2qphnIL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71IA2qphnIL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71IA2qphnIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BNL225SQ,B0BZ4MVMF3,AEVZ2BE6HETIWIW7U4MFSXPPLYUA,2023-03-26 03:20:50.905,0,False,502
665235,5,Awesome camera with lots personal preference of setting options.,"ieGeek security cam model ZS-GX3S<br /><br />First off like most things I give a review after I have used the item first so as not to give an out of the box review with no knowledge of how things really work. So with that said this camera has it all going for it. It’s a nice size for a outdoor security cam, it feels to be quality made and the performance is superb. I can’t imagine that anyone would expect a higher quality image from an outdoor camera than what this one offers. It’s packed with lots of personal setting options as well, you can set the sensitivity levels for video and audio level to whatever you prefer. You can set when it record, how long it records and where it records. A cool thing about this camera is you can set exactly the area you want monitored (see pictures for example) It’s both a camera and a spotlight, you can activate the spotlight by app or set it to come on when movement is detected. It truly has all the bells and whistles you could want or expect from a much higher dollar camera, it has a siren, strobe/flashing lights if you desire. The battery life depends on how you have your settings, if you set the sensitivity high and it’s in a high activity area then of course your battery won’t last as long however if you set it more conservative it will last quite a long time. Personally I set it to record a large area, sensitivity high and high record time which does use more battery life but I can easily access it for charging so for me it’s a good trade off. To wrap it up it’s truly a 5 star camera in every way. This is not the first camera I have purchased from this company and they too are 5 star. As I go along I will start replacing other outdoor security cameras I currently have with ieGeek cameras. I’ve attached some photos, the ones with the squares colored in are showing how you can select exactly where you want to be notified and recorded, the other images are showing the difference between HD and QHD quality. HD alone is great quality and they took it one step further and added the option for an even better quality with the QHD plus a full color night vision option.<br /><br />Thanks ieGeek for great cameras at prices that are affordable.","[{'small_image_url': 'https://m.media-amazon.com/images/I/716NIuK8GCL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/716NIuK8GCL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/716NIuK8GCL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81U4AU7HNQL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81U4AU7HNQL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81U4AU7HNQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81vnvNDsrOL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81vnvNDsrOL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81vnvNDsrOL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91wZ0u9IsbL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91wZ0u9IsbL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91wZ0u9IsbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09KLJTFW7,B0BQRB9G3Y,AFYALET3V5FUUPAT5QKAXYHVYWVA,2023-01-16 19:09:40.450,8,True,502
692977,5,Better car navigation with this adapter (Yes. Really. Read why.),"My cellphone tells me where to drive. Sometimes it thinks I'm next to the freeway, when I'm already on it. Sometimes it tells me to make a U-turn, but I'm on a one-way street. I thought it was bad software. Turns out it is bad GPS satellite reception. Navigation uses up so much battery, when I'm in the car my phone is always plugged into power. I toss the phone as it charges into the cupholder, and I roll.<br /><br />Let's look at that more carefully.<br />* My phone's GPS antenna is near the top.<br />* My phone's USB-C charging jack is at the bottom.<br />* With a charging cable plugged in, my phone goes into the cupholder upside down.<br />The charging cable, coming straight out of the bottom, doesn't let me stand the phone right-side-up, so the GPS antenna sits in a hole. That's how I've been getting bad navigation advice.<br /><br />I'm able to stand my phone up in the cupholder when I use this right-angle adapter.  My phone now gives excellent directions. This right-angle USB-C adapter gives me better car navigation because my phone can now stand on the charging end while it charges, which it couldn't do before, while it holds the GPS antenna high.<br /><br />That was a lot of improvement for very low cost.<br /><br />One last note:  you are reading a Vine review, which means this product was sent to me without my having to pay for it.  I never believed Vine reviews, I felt people would say anything to get free stuff.  The Vine program, at least for me, is a little different:  I only get what I go out of my way to ask for, and everything I get is reported as income to me, so I'll have to pay income taxes at what will probably be reported as list price.  I may actually lose on the deal.  When I came across this right-angle adapter available for review I skipped it, but something clicked and I realized it might be help me.  I got to try it and see that it very much does help me. This adapter is something I use, I didn't know it existed before I saw it available for review, and, hopefully, my experience has been a help to you.",[],B0BXSGGBZR,B0BXSGGBZR,AGKGD5UXAAWJI44D2FQASPGMPTOA,2023-03-31 08:32:30.621,0,False,502
23951,4,Decent KVM,"Let me start by saying I'm picky with KVMs and I have been through a few.  This one is replacing another unit from another manufacturer which has intensely bright indicator lights.<br />This box is very small and compact for supporting 4 USB and 4 computers.  It feels solid with all metal casing.  The buttons are not the best, but do operate well.  The connections in the back are good for tucking away wires and avoiding clutter.  The USB ports are in the front making them accessible.  This works for me because my mouse and keyboard are using a remote dongle.  If you are using a wired mouse/keyboard, be aware the cords will come out of the front.<br />I love that the external power is included but not required.  A different KVM I owned required power to maintain video signal, this one does not.  That is one less cable to clutter my area.<br />The connections to the PCs are made with separate USB-A and HDMI cables.  For me, this was a disappointment because my pre-existing unit had USB-B connector /HDMI combo which won't work with this unit.  I'll need to rerun the wires.  The USB cables are included, which is good.  However, the HDMI cables are not so you'll need to buy them separately if you don't have any laying around.<br />Switching is easy.  You can either use the front panel buttons to select the PC you want or you can use the tethered remote.  There is no keyboard key-combo to switch between PCs.  This was also a disappointment compared to my prior KVM as I must now reach for another device with a wire on my desk to switch.  Also, note that with a MAC I have a slight problem.  Each time I switch back to my mac, it detects a new keyboard and prompts me to press keys to identify the ""new"" keyboard.  The Mac doesn't remember the keyboard when you switch away and back.  You can click through the notice, but it is annoying.<br />I'm happy to say the lights are not that intense.  They are just enough to see the unit has power and which PC is selected.  It won't light a room ;).<br />Compact, easy to use, and durable.  Definitely a good purchase that would be better with MAC compatibility and keyboard switching.",[],B0BVLNC1F8,B0C694XQJ4,AF3FZM34VQDASKF34UOIUOIHTHSA,2023-03-07 17:52:15.041,0,False,502
